iter	Passed	Remaining
545	1137	945
546	1139	943
547	1140	941
548	1142	938
549	1144	936
550	1145	933
551	1147	931
552	1148	928
553	1150	926
554	1152	923
555	1154	921
556	1155	919
557	1157	917
558	1159	914
559	1161	912
560	1162	909
561	1164	907
562	1166	905
563	1168	903
564	1170	900
565	1171	898
566	1173	895
567	1174	893
568	1176	891
569	1178	888
570	1180	886
571	1181	884
572	1183	881
573	1185	879
574	1186	877
575	1188	875
576	1190	872
577	1191	870
578	1193	867
579	1195	865
580	1196	863
581	1198	860
582	1200	858
583	1201	856
584	1203	853
585	1205	851
586	1206	849
587	1208	846
588	1209	844
589	1211	842
590	1213	839
591	1215	837
592	1216	835
593	1218	832
594	1220	830
595	1221	828
596	1223	825
597	1225	823
598	1226	821
599	1228	818
600	1229	816
601	1231	814
602	1233	812
603	1235	809
604	1236	807
605	1238	805
606	1239	802
607	1241	800
608	1243	798
609	1244	795
610	1246	793
611	1247	791
612	1249	788
613	1251	786
614	1252	784
615	1254	782
616	1256	779
617	1257	777
618	1259	775
619	1261	773
620	1262	770
621	1264	768
622	1266	766
623	1267	763
624	1269	761
625	1270	759
626	1272	756
627	1273	754
628	1275	752
629	1277	750
630	1278	747
631	1280	745
632	1282	743
633	1283	741
634	1285	738
635	1287	736
636	1289	734
637	1290	732
638	1292	730
639	1294	727
640	1295	725
641	1297	723
642	1299	721
643	1300	719
644	1302	716
645	1304	714
646	1305	712
647	1307	710
648	1308	707
649	1310	705
650	1312	703
651	1313	701
652	1315	699
653	1317	696
654	1318	694
655	1320	692
656	1322	690
657	1323	687
658	1325	685
659	1326	683
660	1328	681
661	1329	678
662	1331	676
663	1333	674
664	1334	672
665	1336	670
666	1338	668
667	1339	665
668	1341	663
669	1343	661
670	1345	659
671	1346	657
672	1348	655
673	1350	652
674	1351	650
675	1353	648
676	1354	646
677	1356	644
678	1358	642
679	1359	639
680	1361	637
681	1363	635
682	1364	633
683	1366	631
684	1367	629
685	1369	626
686	1371	624
687	1372	622
688	1374	620
689	1375	618
690	1377	615
691	1379	613
692	1381	611
693	1382	609
694	1384	607
695	1385	605
696	1387	603
697	1389	601
698	1391	599
699	1393	597
700	1395	595
701	1397	593
702	1398	590
703	1400	588
704	1402	586
705	1402	584
706	1404	582
707	1406	579
708	1407	577
709	1409	575
710	1411	573
711	1413	571
712	1414	569
713	1416	567
714	1417	565
715	1419	562
716	1420	560
717	1422	558
718	1423	556
719	1425	554
720	1427	552
721	1429	550
722	1430	548
723	1432	546
724	1434	544
725	1436	541
726	1437	539
727	1439	537
728	1441	535
729	1442	533
730	1444	531
731	1446	529
732	1447	527
733	1449	525
734	1451	523
735	1452	521
736	1454	519
737	1456	516
738	1457	514
739	1459	512
740	1461	510
741	1462	508
742	1464	506
743	1466	504
744	1468	502
745	1470	500
746	1471	498
747	1473	496
748	1475	494
749	1476	492
750	1478	490
751	1480	488
752	1482	486
753	1486	485
754	1490	483
755	1495	482
756	1499	481
757	1503	479
758	1507	478
759	1511	477
760	1516	476
761	1519	474
762	1524	473
763	1528	472
764	1532	470
765	1537	469
766	1541	468
767	1545	466
768	1549	465
769	1553	463
770	1557	462
771	1560	460
772	1564	459
773	1568	458
774	1572	456
775	1576	455
776	1580	453
777	1584	452
778	1588	450
779	1592	449
780	1596	447
781	1600	446
782	1604	444
783	1608	443
784	1612	441
785	1618	440
786	1621	438
787	1623	436
788	1625	434
789	1628	432
790	1631	431
791	1633	429
792	1636	427
793	1638	425
794	1641	423
795	1643	421
796	1645	419
797	1648	417
798	1650	415
799	1653	413
800	1655	411
801	1658	409
802	1660	407
803	1663	405
804	1665	403
805	1668	401
806	1671	399
807	1673	397
808	1676	395
809	1678	393
810	1681	391
811	1683	389
812	1686	387
813	1688	385
814	1690	383
815	1693	381
816	1695	379
817	1697	377
818	1699	375
819	1701	373
820	1702	371
821	1704	369
822	1705	366
823	1707	364
824	1708	362
825	1709	360
826	1711	357
827	1712	355
828	1714	353
829	1715	351
830	1717	349
831	1719	347
832	1721	345
833	1723	343
834	1725	340
835	1727	338
836	1729	336
837	1731	334
838	1733	332
839	1735	330
840	1736	328
841	1738	326
842	1740	324
843	1742	322
844	1744	319
845	1745	317
846	1747	315
847	1749	313
848	1750	311
849	1752	309
850	1753	307
851	1755	304
852	1757	302
853	1758	300
854	1760	298
855	1762	296
856	1763	294
857	1765	292
858	1767	290
859	1769	287
860	1771	285
861	1772	283
862	1774	281
863	1776	279
864	1777	277
865	1779	275
866	1781	273
867	1783	271
868	1785	269
869	1786	266
870	1788	264
871	1790	262
872	1791	260
873	1793	258
874	1795	256
875	1796	254
876	1798	252
877	1799	250
878	1801	247
879	1803	245
880	1804	243
881	1806	241
882	1808	239
883	1809	237
884	1811	235
885	1812	233
886	1814	231
887	1816	229
888	1818	227
889	1820	224
890	1822	222
891	1823	220
892	1825	218
893	1827	216
894	1829	214
895	1831	212
896	1832	210
897	1834	208
898	1835	206
899	1837	204
900	1839	202
901	1841	200
902	1843	197
903	1844	195
904	1846	193
905	1848	191
906	1849	189
907	1851	187
908	1853	185
909	1855	183
910	1857	181
911	1859	179
912	1861	177
913	1862	175
914	1865	173
915	1866	171
916	1868	169
917	1870	167
918	1872	165
919	1873	162
920	1875	160
921	1877	158
922	1879	156
923	1880	154
924	1882	152
925	1884	150
926	1885	148
927	1887	146
928	1889	144
929	1890	142
930	1892	140
931	1894	138
932	1896	136
933	1897	134
934	1899	132
935	1900	129
936	1902	127
937	1904	125
938	1905	123
939	1907	121
940	1909	119
941	1910	117
942	1912	115
943	1914	113
944	1916	111
945	1917	109
946	1919	107
947	1921	105
948	1923	103
949	1924	101
950	1926	99
951	1927	97
952	1929	95
953	1931	93
954	1932	91
955	1934	89
956	1936	87
957	1938	84
958	1940	82
959	1941	80
960	1943	78
961	1945	76
962	1946	74
963	1948	72
964	1950	70
965	1951	68
966	1953	66
967	1955	64
968	1957	62
969	1959	60
970	1961	58
971	1963	56
972	1965	54
973	1966	52
974	1968	50
975	1970	48
976	1972	46
977	1974	44
978	1975	42
979	1977	40
980	1979	38
981	1981	36
982	1982	34
983	1984	32
984	1985	30
985	1987	28
986	1989	26
987	1991	24
988	1992	22
989	1994	20
990	1996	18
991	1997	16
992	1999	14
993	2000	12
994	2002	10
995	2004	8
996	2006	6
997	2007	4
998	2009	2
999	2011	0
